damage,url
10.06,http://web.archive.org/web/20220422041315if_/https://sourceforge.net/p/djvu/www-git/ci/master/tree/
10.06,http://web.archive.org/web/20240227033652if_/https://sourceforge.net/p/optflux/optflux-optimization/ci/master/tree/
10.06,http://web.archive.org/web/20240213221955if_/https://sourceforge.net/p/libpng/code/ci/master/tree/
10.0,http://web.archive.org/web/20220524102930if_/https://sourceforge.net/p/pdfcreator/code/HEAD/tree/
10.0,http://web.archive.org/web/20211202075503if_/https://sourceforge.net/p/zinjai/code/ci/master/tree/
9.97,http://web.archive.org/web/20230614104813if_/https://sourceforge.net/p/rodin-b-sharp/iUML_B_Utils/ci/master/tree/
9.93,http://web.archive.org/web/20240507011624if_/https://sourceforge.net/p/portablesigner/code/ci/master/tree/
9.91,http://web.archive.org/web/20141028034601if_/http://sourceforge.net/p/nhunspell/code/ci/default/tree/
9.89,http://web.archive.org/web/20230508150309if_/https://sourceforge.net/p/gptfdisk/code/ci/master/tree/
9.89,http://web.archive.org/web/20230508150309if_/https://sourceforge.net/p/gptfdisk/code/ci/master/tree/
9.86,http://web.archive.org/web/20240227025802if_/https://sourceforge.net/p/octave/optiminterp/ci/master/tree/
9.85,http://web.archive.org/web/20180616020046if_/https://sourceforge.net/p/mingw/msys-dvlpr/ci/master/tree/
9.83,http://web.archive.org/web/20230910222259if_/https://sourceforge.net/p/flightgear/maclauncher/ci/next/tree/
9.73,http://web.archive.org/web/20240321125220if_/https://sourceforge.net/p/windirstat/code/ci/master/tree/
9.73,http://web.archive.org/web/20240321125220if_/https://sourceforge.net/p/windirstat/code/ci/master/tree/
9.72,http://web.archive.org/web/20240227025811if_/https://sourceforge.net/p/octave/stk/ci/master/tree/
9.68,http://web.archive.org/web/20240227025750if_/https://sourceforge.net/p/octave/octcdf/ci/master/tree/
9.42,http://web.archive.org/web/20240317001618if_/https://sourceforge.net/p/processhacker/code/HEAD/tree/
9.4,http://web.archive.org/web/20240202211500if_/https://sourceforge.net/p/dosbox/code-0/HEAD/tree/
9.39,http://web.archive.org/web/20230612182035if_/https://sourceforge.net/p/tuxpaint/tuxpaint-config/ci/master/tree/
9.36,http://web.archive.org/web/20230430230741if_/https://sourceforge.net/p/assp/svn/HEAD/tree/
9.36,http://web.archive.org/web/20230507085334if_/https://sourceforge.net/p/gparted/svn/HEAD/tree/
9.36,http://web.archive.org/web/20230430230741if_/https://sourceforge.net/p/assp/svn/HEAD/tree/
9.35,http://web.archive.org/web/20160124232543if_/http://sourceforge.net/p/socnetv/git/ci/master/tree/
9.33,http://web.archive.org/web/20240324124519if_/https://sourceforge.net/p/intelligid/code/HEAD/tree/
9.31,http://web.archive.org/web/20231005064558if_/https://sourceforge.net/p/keepass/code/HEAD/tree/
9.31,http://web.archive.org/web/20230515152510if_/https://sourceforge.net/p/android-x86/hardware_libaudio/ci/nougat-x86/tree/
9.31,http://web.archive.org/web/20240218192544if_/https://sourceforge.net/p/oorexx/code-0/HEAD/tree/
9.28,http://web.archive.org/web/20220529201706if_/https://sourceforge.net/p/easyhotspot/code/ci/master/tree/
9.22,http://web.archive.org/web/20230407223729if_/https://sourceforge.net/p/bibdesk/svn/HEAD/tree/
